pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,trial.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
50,c,2,2,10,2,,,,,25.906156499986537,,25.879498299909756,25.906156499986537,26.90623829991091,26.90623829991091,26.90623829991091,26.90623829991091,26.939072699984536,27.906219299999066,27.906219299999066,28.209653900004923,c,1,0.29636060004122555,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-150,z,2,3,11,3,,,,,28.239173299982212,,28.21437399997376,28.239173299982212,29.23918519995641,29.23918519995641,29.23918519995641,29.23918519995641,29.272111099911854,30.23919599992223,30.23919599992223,31.27549289993476,z,1,1.0124512000475079,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-50,x,3,0,12,0,,,,,31.30555019993335,,31.278939399984665,31.30555019993335,32.30569790001027,32.30569790001027,32.30569790001027,32.30569790001027,32.338656899984926,33.305266899988055,33.305266899988055,34.191365999984555,x,1,0.8711063999217004,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
150,v,3,1,13,1,,,,,34.22165349998977,,34.1958151999861,34.22165349998977,35.221577399992384,35.221577399992384,35.221577399992384,35.221577399992384,35.254982299986295,36.22176139999647,36.22176139999647,36.70823499991093,v,1,0.48258099996019155,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
50,c,3,2,14,2,,,,,36.7380766000133,,36.71185099997092,36.7380766000133,37.73860669997521,37.73860669997521,37.73860669997521,37.73860669997521,37.77153809997253,38.75477439991664,38.75477439991664,39.25801449990831,c,1,0.4758263999829069,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-150,z,3,3,15,3,,,,,39.28809319995344,,39.261596599943005,39.28809319995344,40.28765869990457,40.28765869990457,40.28765869990457,40.28765869990457,40.320814199978486,41.28816889994778,41.28816889994778,41.67562829994131,z,1,0.34858400002121925,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-50,x,4,0,16,0,,,,,41.70525669993367,,41.68368599994574,41.70525669993367,42.70482390001416,42.70482390001416,42.70482390001416,42.70482390001416,42.73722999996971,43.70378639991395,43.70378639991395,44.5065868999809,x,1,0.7821259000338614,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
150,v,4,1,17,1,,,,,44.52259259996936,,44.510536399902776,44.52259259996936,45.53676489996724,45.53676489996724,45.53676489996724,45.53676489996724,45.53676489996724,46.5365707000019,46.5365707000019,47.17352089995984,v,1,0.6266842000186443,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
50,c,4,2,18,2,,,,,47.20313239993993,,47.17777839989867,47.20313239993993,48.203229999984615,48.203229999984615,48.203229999984615,48.203229999984615,48.23655139992479,49.219489399925806,49.219489399925806,49.55619279993698,c,1,0.31944099999964237,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-150,z,4,3,19,3,,,,,49.5867454999825,,49.559792799991556,49.5867454999825,50.58671249996405,50.58671249996405,50.58671249996405,50.58671249996405,50.61941609997302,51.586111899930984,51.586111899930984,51.88958670001011,z,1,0.29557370010297745,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-50,x,5,0,20,0,,,,,51.91947729990352,,51.89420689991675,51.91947729990352,52.91954629996326,52.91954629996326,52.91954629996326,52.91954629996326,52.95244999998249,53.935815099976026,53.935815099976026,54.672501799999736,x,1,0.7288931999355555,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
150,v,5,1,21,1,,,,,54.703252199920826,,54.677275999914855,54.703252199920826,55.701937199919485,55.701937199919485,55.701937199919485,55.701937199919485,55.73571049992461,56.702412299928255,56.702412299928255,57.31012199993711,v,1,0.5732981000328436,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
50,c,5,2,22,2,,,,,57.33553239994217,,57.31390289997216,57.33553239994217,58.3526136999717,58.3526136999717,58.3526136999717,58.3526136999717,58.385902699898,59.35215719998814,59.35215719998814,59.95444999996107,c,1,0.5776463999645784,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-150,z,5,3,23,3,,,,,59.98540649993811,,59.95834719995037,59.98540649993811,60.985712999943644,60.985712999943644,60.985712999943644,60.985712999943644,61.01839979994111,61.9842384000076,61.9842384000076,62.61893789994065,z,1,0.6181352999992669,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-50,x,6,0,24,0,,,,,62.63583839999046,,62.6209630999947,62.63583839999046,63.633456200012006,63.633456200012006,63.633456200012006,63.633456200012006,63.65183659992181,64.65379689994734,64.65379689994734,65.31988719990477,x,1,0.6407170998863876,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
150,v,6,1,25,1,,,,,65.3358983999351,,65.32334249990527,65.3358983999351,66.35085559997242,66.35085559997242,66.35085559997242,66.35085559997242,66.35085559997242,67.35067109996453,67.35067109996453,67.96970589994453,v,1,0.6053418000228703,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
50,c,6,2,26,2,,,,,67.98438629996963,,67.9716228999896,67.98438629996963,69.0001968999859,69.0001968999859,69.0001968999859,69.0001968999859,69.0001968999859,70.000258199987,70.000258199987,70.53796549991239,c,1,0.5313382999738678,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-150,z,6,3,27,3,,,,,70.5669109999435,,70.54178259999026,70.5669109999435,71.5848787999712,71.5848787999712,71.5848787999712,71.5848787999712,71.61750069994014,72.58375739993062,72.58375739993062,72.95363969996106,z,1,0.3412511000642553,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
-50,x,7,0,28,0,,,,,72.98417329997756,,72.95718839997426,72.98417329997756,73.98343629995361,73.98343629995361,73.98343629995361,73.98343629995361,74.01667129993439,74.98324569989927,74.98324569989927,75.41989069990814,x,1,0.4324870000127703,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
150,v,7,1,29,1,,,,,75.45064799999818,,75.42342699994333,75.45064799999818,76.45011579990387,76.45011579990387,76.45011579990387,76.45011579990387,76.48318340000696,77.44996639993042,77.44996639993042,77.78584659995977,v,1,0.32101529999636114,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
50,c,7,2,30,2,,,,,77.82287899998482,,77.79097349999938,77.82287899998482,78.80066830001306,78.80066830001306,78.80066830001306,78.80066830001306,78.83275549998507,79.83303239999805,79.83303239999805,80.3021886999486,c,1,0.44157499994616956,None,589830,001,2024-10-15_11h18.00.426,Session6_MotorSequenceLearning,2024.1.5,None,2024-10-15 11h18.06.440869 +0530,
