stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,Fixation.started,grating.started,key_resp.started,Fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0.5,1.0,40.30091679998441,,40.27447649999522,40.30091679998441,40.786068800021894,40.786068800021894,40.803030400013085,41.08628480002517,42.85512540000491,right,1.0,0,0,2.057239899993874,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
26,0.5,1.5,42.88348459999543,,42.85540810000384,42.88348459999543,43.38441530003911,43.38441530003911,43.40408390003722,43.68632209999487,43.99044770002365,left,-1.5,1,1,0.5963571000029333,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
27,0.5,1.5,44.01668000000063,,43.990811499999836,44.01668000000063,44.50178610003786,44.50178610003786,44.5189605000196,44.802410000003874,44.97249220003141,right,1.5,1,1,0.4637832000153139,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
28,0.5,1.5,44.99952710000798,,44.97284669999499,44.99952710000798,45.48481580003863,45.48481580003863,45.501366599986795,45.784404600039124,45.820480499998666,right,1.5,0,0,0.32458089996362105,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
29,0.5,2.0,45.8343585000257,,45.820722400036175,45.8343585000257,46.33523080003215,46.33523080003215,46.33523080003215,46.649673200037796,46.62036250001984,left,-2.0,0,0,0.2738933999789879,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
30,0.5,2.5,46.649673200037796,,46.62063030002173,46.649673200037796,47.134358200011775,47.134358200011775,47.151024500024505,47.43392909999238,47.420290300040506,left,-2.5,1,1,0.2688487999839708,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
31,0.5,2.5,47.43392909999238,,47.420529299997725,47.43392909999238,47.934310999989975,47.934310999989975,47.934310999989975,,48.17026819998864,left,-2.5,0,0,0.21906189998844638,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
32,0.5,3.0,48.18484180001542,,48.170534900040366,48.18484180001542,48.68477970000822,48.68477970000822,48.68477970000822,48.98405259998981,49.57164430001285,left,-3.0,1,1,0.8703435999923386,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
33,0.5,3.0,49.59989599999972,,49.57193189999089,49.59989599999972,50.09898579999572,50.09898579999572,50.11765510000987,50.400307000032626,50.554983200039715,right,3.0,1,1,0.45203300000866875,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
34,0.5,3.0,50.5824698000215,,50.55524970003171,50.5824698000215,51.0698869000189,51.0698869000189,51.08670839999104,51.38475780002773,51.38916750001954,left,-3.0,1,1,0.3153876999858767,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
35,0.5,2.5,51.415671000024304,,51.38945409998996,51.415671000024304,51.90248879999854,51.90248879999854,51.91829860000871,,52.12171750003472,left,-2.5,0,0,0.2120483000180684,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
36,0.5,3.0,52.148558699991554,,52.12203780002892,52.148558699991554,52.633802200027276,52.633802200027276,52.6506240000017,52.93363899999531,53.420136100030504,right,3.0,1,1,0.7795970999868587,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
37,0.5,3.0,53.43324530002428,,53.42040080000879,53.43324530002428,53.93369979999261,53.93369979999261,53.93369979999261,54.23490809998475,54.2710611000075,right,3.0,0,0,0.33384499995736405,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
38,0.5,3.5,54.2984980000183,,54.27145090000704,54.2984980000183,54.78464359999634,54.78464359999634,54.80072440003278,55.08406840002863,55.82058619998861,left,-3.5,1,1,1.023834000050556,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
39,0.5,3.5,55.84792650002055,,55.82089120004093,55.84792650002055,56.33180700003868,56.33180700003868,56.35014880000381,56.6339971999987,56.73588709998876,left,-3.5,0,0,0.38712309999391437,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
40,0.5,4.0,56.749386200041045,,56.73612730001332,56.749386200041045,57.24997679999797,57.24997679999797,57.24997679999797,57.550384900008794,57.9040987000335,right,4.0,1,1,0.6442986999754794,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
41,0.5,4.0,57.93127460003598,,57.904372600023635,57.93127460003598,58.416656900022645,58.416656900022645,58.433480700012296,58.71608779998496,59.05387340002926,left,-4.0,1,1,0.6325014000176452,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
42,0.5,4.0,59.081065500038676,,59.05418600002304,59.081065500038676,59.56675749999704,59.56675749999704,59.583360699994955,59.86740930000087,60.27299630001653,right,4.0,1,1,0.7020209000329487,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
43,0.5,3.5,60.29740530002164,,60.273300600005314,60.29740530002164,60.783140300016385,60.783140300016385,60.800209900015034,61.08308950002538,61.55472509999527,right,3.5,1,1,0.7611512000439689,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
44,0.5,3.5,61.58060069999192,,61.555088000022806,61.58060069999192,62.06633060000604,62.06633060000604,62.08351650001714,62.368006200005766,62.920710999984294,right,3.5,1,1,0.8434885999886319,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
45,0.5,3.5,62.94808669999475,,62.92098699999042,62.94808669999475,63.43323850003071,63.43323850003071,63.44973170000594,63.732566600025166,64.5188957999926,left,-3.5,1,1,1.0709898000350222,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
46,0.5,3.0,64.54724590003025,,64.51924789999612,64.54724590003025,65.0327056000242,65.0327056000242,65.04943449998973,65.33300300000701,65.62030760000926,left,-3.0,1,1,0.57695189997321,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
47,0.5,3.0,65.64663100003963,,65.62062940001488,65.64663100003963,66.13199780002469,66.13199780002469,66.14849640004104,66.43485990003683,66.80217219999759,left,-3.0,1,1,0.6529194000177085,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
48,0.5,3.0,66.82974780001678,,66.80247320001945,66.82974780001678,67.33259290002752,67.33259290002752,67.35158210003283,67.63305970001966,68.018672300037,left,-3.0,1,1,0.6682806000462733,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
49,0.5,2.5,68.04764260002412,,68.01901940000243,68.04764260002412,68.53272439999273,68.53272439999273,68.5487315999926,68.83216900000116,69.40214379999088,right,2.5,1,1,0.8551990000414662,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
50,0.5,2.5,69.4301509000361,,69.40244269999675,69.4301509000361,69.91497540002456,69.91497540002456,69.93144030001713,70.21495150000555,70.55079350003507,right,2.5,1,1,0.6226135999895632,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
51,0.5,2.5,70.56471280002734,,70.55102930002613,70.56471280002734,71.06430040003033,71.06430040003033,71.06430040003033,71.36431600002106,71.68525919999229,left,-2.5,1,1,0.6070047999965027,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
52,0.5,2.0,71.7126218000194,,71.6854928000248,71.7126218000194,72.19845429999987,72.19845429999987,72.21438820002368,72.49844380002469,72.98116900003515,right,2.0,1,1,0.7685406000236981,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
53,0.5,2.0,72.99573429999873,,72.98130480002146,72.99573429999873,73.47893510002177,73.47893510002177,73.49579349998385,73.77984420000575,74.38139880000381,right,2.0,1,1,0.8943360000266694,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
54,0.5,2.0,74.39503000001423,,74.38158089999342,74.39503000001423,74.89602690003812,74.89602690003812,74.89602690003812,75.19704480003566,75.85050280002179,left,-2.0,0,0,0.949824700015597,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
55,0.5,2.5,75.86385429999791,,75.85079659998883,75.86385429999791,76.36380029999418,76.36380029999418,76.36380029999418,76.66405160003342,77.00033850001637,left,-2.5,1,1,0.6324540000059642,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
56,0.5,2.5,77.01356340001803,,77.00058880000142,77.01356340001803,77.51357629999984,77.51357629999984,77.51357629999984,77.81356969999615,78.35041100002127,right,2.5,1,1,0.8229900000151247,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
57,0.5,2.5,78.3789579999866,,78.35068700002739,78.3789579999866,78.86453279998386,78.86453279998386,78.88119370001368,79.16568380000535,79.46815790003166,left,-2.5,1,1,0.5922078999574296,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
58,0.5,2.0,79.49584829999367,,79.46844930003863,79.49584829999367,79.98112300003413,79.98112300003413,79.99726999999257,80.28067880001618,80.71723579999525,left,-2.0,1,1,0.7187626999802887,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
59,0.5,2.0,80.74456180003472,,80.71751350001432,80.74456180003472,81.22880650003208,81.22880650003208,81.2460058000288,81.52869649999775,81.8653803000343,left,-2.0,1,1,0.6343874000012875,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
60,0.5,2.0,81.88127740001073,,81.86551000003237,81.88127740001073,82.38043160003144,82.38043160003144,82.39753700001165,82.67985429998953,82.99888319999445,right,2.0,1,1,0.604596599994693,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
61,0.5,1.5,83.01285840000492,,82.99912420002511,83.01285840000492,83.5127679000143,83.5127679000143,83.5127679000143,83.81252790003782,84.04867450002348,right,1.5,1,1,0.518181600025855,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
62,0.5,1.5,84.06282440002542,,84.04896490002284,84.06282440002542,84.56290810002247,84.56290810002247,84.56290810002247,84.86299570003757,85.31595810002182,right,1.5,1,1,0.7493390000308864,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
63,0.5,1.5,85.3443363000406,,85.31620300002396,85.3443363000406,85.84548190003261,85.84548190003261,85.86496490001446,86.14493340003537,86.47934339998756,right,1.5,1,1,0.6186505999648944,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
64,0.5,1.0,86.49515309999697,,86.479455600027,86.49515309999697,86.97812460002024,86.97812460002024,86.99527830001898,87.27764119999483,87.79537110001547,left,-1.0,0,0,0.8021148999687284,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
65,0.5,1.5,87.81136089999927,,87.79554520000238,87.81136089999927,88.29428580001695,88.29428580001695,88.31024730001809,88.5952364000259,88.93420740001602,right,1.5,1,1,0.6228431999916211,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
66,0.5,1.5,88.96163610002259,,88.934511200001,88.96163610002259,89.44790269999066,89.44790269999066,89.46440430002986,89.76084940001601,90.18338170001516,left,-1.5,0,0,0.7250534999766387,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
67,0.5,2.0,90.21096410002792,,90.18373699998483,90.21096410002792,90.71018890000414,90.71018890000414,90.72913699998753,91.00983659998747,91.25136679998832,left,-2.0,0,0,0.5278314999886788,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
68,0.5,2.5,91.27732260001358,,91.25167110003531,91.27732260001358,91.77704339998309,91.77704339998309,91.77704339998309,92.07690059999004,92.23225130001083,left,-2.5,0,0,0.43622039997717366,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
69,0.5,3.0,92.25990569998976,,92.23257079999894,92.25990569998976,92.7457330999896,92.7457330999896,92.76378179999301,93.06099949998315,93.48329040000681,right,3.0,1,1,0.7224230999709107,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
70,0.5,3.0,93.50966079998761,,93.48363010003231,93.50966079998761,93.9950503000291,93.9950503000291,94.01207689999137,94.29723720002221,94.56121250003343,right,3.0,1,1,0.5627387999556959,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
71,0.5,3.0,94.5761077000061,,94.5613267000299,94.5761077000061,95.06139470002381,95.06139470002381,95.07798980001826,95.36192250001477,95.76519720000215,left,-3.0,1,1,0.6950601999997161,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
72,0.5,2.5,95.77847600000678,,95.76545820001047,95.77847600000678,96.27848020003876,96.27848020003876,96.27848020003876,96.57851650001248,96.66546260000905,right,2.5,1,1,0.38247240002965555,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
73,0.5,2.5,96.69282920000842,,96.66570399998454,96.69282920000842,97.17795370001113,97.17795370001113,97.19493340002373,97.47792740003206,97.59718240000075,right,2.5,1,1,0.40954039996722713,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
74,0.5,2.5,97.61100610002177,,97.59741970000323,97.61100610002177,98.1117443999974,98.1117443999974,98.1117443999974,98.41192250000313,99.44687069999054,left,-2.5,1,1,1.318081000004895,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
75,0.5,2.0,99.46128899999894,,99.44711330003338,99.46128899999894,99.96232180000516,99.96232180000516,99.96232180000516,100.26304260001052,100.6150812000269,right,2.0,1,1,0.6343428999534808,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
76,0.5,2.0,100.64287500001956,,100.61547140002949,100.64287500001956,101.1286113000242,101.1286113000242,101.14490170002682,101.43001439998625,102.46542570000747,left,-2.0,1,1,1.3303253999911249,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
77,0.5,2.0,102.49240300001111,,102.46571970003424,102.49240300001111,102.97742910002125,102.97742910002125,102.9941533000092,103.2779427000205,103.53079370001797,right,2.0,1,1,0.5383106000372209,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
78,0.5,1.5,103.55872900004033,,103.53107030002866,103.55872900004033,104.04370660003042,104.04370660003042,104.06013659999007,104.34473980002804,104.42900840000948,right,1.5,1,1,0.37591050000628456,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
79,0.5,1.5,104.44364090001909,,104.42924409999978,104.44364090001909,104.94474210002227,104.94474210002227,104.94474210002227,105.26039549999405,105.98202400002629,left,-1.5,0,0,1.0322540000197478,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
80,0.5,2.0,106.00810929998988,,105.9823866999941,106.00810929998988,106.4933197000064,106.4933197000064,106.50982470001327,106.79396670003189,107.230603300035,right,2.0,1,1,0.7286260999972001,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
81,0.5,2.0,107.25807169999462,,107.2309205000056,107.25807169999462,107.74390320002567,107.74390320002567,107.76050630002283,108.0438698999933,108.43168189999415,left,-2.0,0,0,0.6790098999626935,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
82,0.5,2.5,108.45859629998449,,108.43195910000941,108.45859629998449,108.94408099999418,108.94408099999418,108.96176119998563,109.2438576000277,109.43049470003461,right,2.5,1,1,0.47294180002063513,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
83,0.5,2.5,109.4577073000255,,109.43076120002661,109.4577073000255,109.94392679998418,109.94392679998418,109.96044210001128,110.2445370000205,110.43069070001366,right,2.5,1,1,0.47836609999649227,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
84,0.5,2.5,110.45793969999067,,110.43095880001783,110.45793969999067,110.94409290002659,110.94409290002659,110.9608282999834,111.24433760001557,111.49730250000721,right,2.5,1,1,0.5362104999949224,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
85,0.5,2.0,111.52419430000009,,111.49760970001807,111.52419430000009,112.00994990003528,112.00994990003528,112.02648669999326,112.31198340002447,112.63010690000374,right,2.0,1,1,0.6056821999954991,760595,001,2024-09-11_23h45.04.782,AdaptiveStaircase_session3,2024.1.5,None,2024-09-11 23h45.18.714388 +0530,
