trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
13,0,13,0,26.40610309999829,,26.285439100000076,10,26.40610309999829,26.40610309999829,0.09787610000057612,28.664919399998325,[-0.21333333333333335],[-0.3383333333333333],[1],[0],[0],[2.284601899998961],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
14,0,14,0,28.807564200000343,,28.680555499999173,5,28.807564200000343,28.807564200000343,0.07851630000004661,30.496726900000795,[-0.15833333333333333],[0.09166666666666666],[1],[0],[0],[1.73930079999991],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
15,0,15,0,30.62392809999801,,30.512237399998412,5,30.62392809999801,30.62392809999801,0.07224570000107633,32.260899699998845,[0.205],[-0.3233333333333333],[1],[0],[0],[1.6782989999992424],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
16,0,16,0,32.40790180000113,,32.2783414000005,5,32.40790180000113,32.40790180000113,0.08594649999940884,33.64377329999843,[-0.29],[0.04833333333333333],[1],[0],[0],[1.2829942999997002],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
17,0,17,0,33.7741563999989,,33.66058079999857,5,33.7741563999989,33.7741563999989,0.07544789999883506,35.31046509999942,[-0.41833333333333333],[-0.08333333333333333],[1],[0],[0],[1.5783403999994334],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
18,0,18,0,35.44014249999964,,35.327077400001144,5,35.44014249999964,35.44014249999964,0.07060819999969681,36.94194900000002,[-0.08833333333333333],[0.4],[1],[0],[0],[1.5463290000006964],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
19,0,19,0,37.088434999997844,,36.949706100000185,10,37.088434999997844,37.088434999997844,0.09768470000199159,38.590986399998656,[0.12833333333333333],[0.035],[1],[0],[0],[1.5447523000002548],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
20,0,20,0,38.672166799999104,,38.59878789999857,5,38.672166799999104,38.672166799999104,0.044096000001445645,39.89293019999968,[0.235],[-0.16],[1],[0],[0],[1.2506680000005872],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
21,0,21,0,40.02361259999816,,39.909900700000435,5,40.02361259999816,40.02361259999816,0.0738707999989856,41.54190150000068,[-0.29833333333333334],[-0.041666666666666664],[1],[0],[0],[1.5607416999991983],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
22,0,22,0,41.67240110000057,,41.55763200000001,5,41.67240110000057,41.67240110000057,0.0719448999989254,42.94205019999936,[-0.31333333333333335],[-0.2916666666666667],[1],[0],[0],[1.3163432999972429],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
23,0,23,0,43.154585000000225,,42.95792000000074,10,43.154585000000225,43.154585000000225,0.14706280000245897,45.0393613999986,[0.3016666666666667],[-0.11666666666666667],[1],[0],[0],[1.938947399998142],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
24,0,24,0,45.104071400000976,,45.046564399999625,5,45.104071400000976,45.104071400000976,0.03896750000058091,46.55740539999897,[0.335],[-0.2966666666666667],[1],[0],[0],[1.472671999999875],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
25,0,25,0,46.63729020000028,,46.570592600000964,5,46.63729020000028,46.63729020000028,0.0471030000007886,48.109070800001064,[-0.18833333333333332],[0.13666666666666666],[1],[0],[0],[1.4930708000028972],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
26,0,26,0,48.287136899998586,,48.130518400001165,10,48.287136899998586,48.287136899998586,0.13782229999924311,50.07503329999963,[0.30666666666666664],[-0.34833333333333333],[1],[0],[0],[1.8092343999996956],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
27,0,27,0,50.20507640000142,,50.093804199997976,5,50.20507640000142,50.20507640000142,0.07452310000007856,52.50769130000117,[-0.02],[-0.41833333333333333],[1],[0],[0],[2.3419152999995276],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
28,0,28,0,52.63823620000039,,52.5237793999986,5,52.63823620000039,52.63823620000039,0.0752766999976302,54.14235159999953,[0.11166666666666666],[0.07],[1],[0],[0],[1.5470262999988336],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
29,0,29,0,54.374418600000354,,54.16057480000018,10,54.374418600000354,54.374418600000354,0.14435799999773735,56.42510969999785,[0.125],[0.37166666666666665],[1],[0],[0],[2.1223200999993423],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
30,0,30,0,56.51905339999939,,56.444656899999245,5,56.51905339999939,56.51905339999939,0.05250800000067102,58.27203269999882,[0.395],[-0.18833333333333332],[1],[0],[0],[1.7774059000003035],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
31,0,31,0,58.403034499999194,,58.28075230000104,10,58.403034499999194,58.403034499999194,0.08167929999763146,59.78751619999821,[0.4816666666666667],[-0.07333333333333333],[1],[0],[0],[1.4263568999995186],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
32,0,32,0,59.88603919999878,,59.79460850000032,10,59.88603919999878,59.88603919999878,0.07137019999936456,62.03756069999872,[0.115],[0.2916666666666667],[1],[0],[0],[2.1722482000004675],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
33,0,33,0,62.13560620000135,,62.044756100000086,10,62.13560620000135,62.13560620000135,0.06612139999924693,64.29002079999918,[0.09166666666666666],[-0.415],[1],[0],[0],[2.1792582999987644],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
34,0,34,0,64.52074929999799,,64.30829380000068,10,64.52074929999799,64.52074929999799,0.1490072999986296,66.10778809999829,[0.085],[0.17833333333333334],[1],[0],[0],[1.6525954999997339],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
35,0,35,0,66.35288159999982,,66.12569330000042,10,66.35288159999982,66.35288159999982,0.15700559999822872,70.5899978999987,[-0.235],[0.12666666666666668],[1],[0],[0],[4.310039100000722],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
36,0,36,0,70.70081189999837,,70.60736969999925,5,70.70081189999837,70.70081189999837,0.06903349999993225,72.48603069999808,[0.11333333333333333],[0.31166666666666665],[1],[0],[0],[1.8124950999990688],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
37,0,37,0,72.58431539999947,,72.49366749999899,10,72.58431539999947,72.58431539999947,0.06945400000040536,74.01930619999985,[-0.125],[0.07166666666666667],[1],[0],[0],[1.457254400000238],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
38,0,38,0,74.08405499999935,,74.02648770000087,5,74.08405499999935,74.08405499999935,0.03961419999905047,76.05560089999926,[0.145],[0.24166666666666667],[1],[0],[0],[1.989877299998625],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
39,0,39,0,76.18598059999931,,76.07145339999988,5,76.18598059999931,76.18598059999931,0.0743627000010747,77.82073060000039,[-0.11833333333333333],[-0.37833333333333335],[1],[0],[0],[1.678495699998166],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
40,0,40,0,78.05149339999844,,77.83641820000048,10,78.05149339999844,78.05149339999844,0.14561419999881764,80.25354399999924,[-0.22],[-0.4116666666666667],[1],[0],[0],[2.2755417000007583],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
41,0,41,0,80.41667260000031,,80.27006970000002,10,80.41667260000031,80.41667260000031,0.11529650000011316,82.31933299999946,[-0.20166666666666666],[-0.41333333333333333],[1],[0],[0],[1.938126299999567],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
42,0,42,0,82.38245530000131,,82.32641890000014,5,82.38245530000131,82.38245530000131,0.03734869999971124,84.00290250000035,[-0.26166666666666666],[0.20666666666666667],[1],[0],[0],[1.6398267000004125],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
43,0,43,0,84.0828522999982,,84.01284509999823,5,84.0828522999982,84.0828522999982,0.04756020000058925,86.02099539999836,[0.23166666666666666],[0.365],[1],[0],[0],[1.9613347999984398],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
44,0,44,0,86.15007020000121,,86.04682999999932,5,86.15007020000121,86.15007020000121,0.07201919999715756,87.73778519999905,[0.09833333333333333],[-0.39166666666666666],[1],[0],[0],[1.6224044000009599],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
45,0,45,0,87.86674449999919,,87.75446499999816,5,87.86674449999919,87.86674449999919,0.07493999999860534,88.91959389999829,[0.155],[-0.21666666666666667],[1],[0],[0],[1.0920256999997946],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
46,0,46,0,89.14998990000095,,88.93901940000069,10,89.14998990000095,89.14998990000095,0.1470989000008558,91.03456830000141,[0.26166666666666666],[0.27166666666666667],[1],[0],[0],[1.9531819000003452],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
47,0,47,0,91.09816140000112,,91.04200819999824,5,91.09816140000112,91.09816140000112,0.0376514000017778,92.0181253999981,[0.32],[0.15166666666666667],[1],[0],[0],[0.9393839000003936],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
48,0,48,0,92.13157339999816,,92.02550849999898,10,92.13157339999816,92.13157339999816,0.07300590000158991,93.51669920000131,[0.285],[-0.37833333333333335],[1],[0],[0],[1.4190673999983119],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
49,0,49,0,93.5817109999989,,93.52406060000067,5,93.5817109999989,93.5817109999989,0.03750860000218381,94.80030740000075,[0.07166666666666667],[0.041666666666666664],[1],[0],[0],[1.2396248000004562],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
50,0,50,0,94.94927530000132,,94.80901280000035,10,94.94927530000132,94.94927530000132,0.09045930000138469,96.1690282999989,[0.24666666666666667],[-0.1],[1],[0],[0],[1.2703384999986156],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
51,0,51,0,96.26380989999961,,96.1873658000004,5,96.26380989999961,96.26380989999961,0.06741799999872455,97.17197060000035,[-0.14166666666666666],[0.20666666666666667],[1],[0],[0],[0.9222356999998738],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
52,0,52,0,97.28126599999814,,97.1883291999984,5,97.28126599999814,97.28126599999814,0.06665689999863389,99.16834780000136,[-0.29],[-0.45],[1],[0],[0],[1.9154138000012608],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
53,0,53,0,99.29876819999845,,99.18477150000035,5,99.29876819999845,99.29876819999845,0.07296059999862337,100.52014919999783,[-0.19333333333333333],[0.29333333333333333],[1],[0],[0],[1.2664927000005264],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
54,0,54,0,100.76502650000111,,100.5396914999983,10,100.76502650000111,100.76502650000111,0.154899099998147,102.01864339999884,[0.19],[0.23833333333333334],[1],[0],[0],[1.3271923000029346],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
55,0,55,0,102.23013770000034,,102.0367789999982,10,102.23013770000034,102.23013770000034,0.14364330000171321,103.63581759999943,[-0.30666666666666664],[0.41833333333333333],[1],[0],[0],[1.4573927000019467],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
56,0,56,0,103.78224159999809,,103.65331589999914,5,103.78224159999809,103.78224159999809,0.08383649999814224,104.90151350000087,[-0.10166666666666667],[-0.025],[1],[0],[0],[1.1678079000012076],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
57,0,57,0,105.12978269999803,,104.91850690000138,10,105.12978269999803,105.12978269999803,0.14722640000036336,107.25150740000026,[-0.34833333333333333],[-0.23833333333333334],[1],[0],[0],[2.1893447000002197],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
58,0,58,0,107.38072219999958,,107.26843010000084,5,107.38072219999958,107.38072219999958,0.07404479999968316,108.81957870000042,[0.49333333333333335],[-0.013333333333333334],[1],[0],[0],[1.4791263000006438],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
59,0,59,0,109.04768079999849,,108.83564950000073,10,109.04768079999849,109.04768079999849,0.1425191000016639,110.41674520000015,[-0.215],[-0.03166666666666667],[1],[0],[0],[1.4410994999998366],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
60,0,60,0,110.63041330000124,,110.43258090000018,10,110.63041330000124,110.63041330000124,0.1425003000003926,112.83267709999927,[-0.27166666666666667],[-0.2866666666666667],[1],[0],[0],[2.2608287000002747],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
61,0,61,0,112.94523990000016,,112.84693870000046,5,112.94523990000016,112.94523990000016,0.0640663999984099,114.24852159999864,[0.13666666666666666],[0.37],[1],[0],[0],[1.341652900002373],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
62,0,62,0,114.36197729999913,,114.25592659999893,10,114.36197729999913,114.36197729999913,0.07315100000050734,115.54729229999793,[0.24166666666666667],[0.07166666666666667],[1],[0],[0],[1.2192562999989605],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
63,0,63,0,115.64485390000118,,115.55437750000056,10,115.64485390000118,115.64485390000118,0.0713610000020708,116.93333590000111,[-0.15166666666666667],[0.41833333333333333],[1],[0],[0],[1.3079457999992883],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
64,0,64,0,117.06350039999961,,116.9495468999994,5,117.06350039999961,117.06350039999961,0.07542739999917103,118.89965379999921,[0.49166666666666664],[-0.4816666666666667],[1],[0],[0],[1.8781013999978313],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
65,0,65,0,119.02939880000122,,118.9176582,5,119.02939880000122,119.02939880000122,0.07715989999996964,120.79906910000136,[0.20666666666666667],[0.3566666666666667],[1],[0],[0],[1.808025300000736],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
66,0,66,0,120.92905439999959,,120.81516750000083,5,120.92905439999959,120.92905439999959,0.07333890000154497,122.0330916999992,[0.10666666666666667],[0.13166666666666665],[1],[0],[0],[1.1477794000020367],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
67,0,67,0,122.2625334000004,,122.05047689999992,10,122.2625334000004,122.2625334000004,0.1454329999978654,125.39990449999823,[-0.37166666666666665],[0.47833333333333333],[1],[0],[0],[3.2085308999994595],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
68,0,68,0,125.57704100000046,,125.41695759999857,10,125.57704100000046,125.57704100000046,0.1338644999996177,126.97957020000104,[-0.37],[0.09166666666666666],[1],[0],[0],[1.4324949000001652],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
69,0,69,0,127.06014009999853,,126.98825539999962,5,127.06014009999853,127.06014009999853,0.04449419999946258,128.89579550000053,[0.25166666666666665],[-0.17166666666666666],[1],[0],[0],[1.8647272000016528],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
70,0,70,0,129.02668919999996,,128.90339820000008,10,129.02668919999996,129.02668919999996,0.07981920000020182,130.7639393999998,[-0.315],[0.42833333333333334],[1],[0],[0],[1.7815784999984317],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
71,0,71,0,130.91031219999786,,130.77437319999808,10,130.91031219999786,130.91031219999786,0.0942998999998963,132.36269979999997,[0.375],[0.008333333333333333],[1],[0],[0],[1.4951368000001821],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
72,0,72,0,132.50968609999836,,132.3713089999983,10,132.50968609999836,132.50968609999836,0.09204759999920498,134.3455791999986,[-0.08833333333333333],[0.45],[1],[0],[0],[1.883462400001008],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
73,0,73,0,134.4592503999993,,134.3527654999998,10,134.4592503999993,134.4592503999993,0.07265389999884064,135.78209290000086,[0.15833333333333333],[0.2966666666666667],[1],[0],[0],[1.3570292000003974],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
74,0,74,0,136.17759039999873,,135.80940519999785,10,136.17759039999873,136.17759039999873,0.31022650000159047,138.1300682000001,[0.105],[0.045],[1],[0],[0],[2.017564099998708],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
75,0,75,0,138.24310530000002,,138.1486999000008,5,138.24310530000002,138.24310530000002,0.06983469999977387,139.99572199999966,[0.47833333333333333],[-0.4266666666666667],[1],[0],[0],[1.782553500001086],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
76,0,76,0,140.07631789999868,,140.00448609999876,5,140.07631789999868,140.07631789999868,0.046469799999613315,141.46222699999998,[0.15833333333333333],[0.2866666666666667],[1],[0],[0],[1.412068100002216],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
77,0,77,0,141.55896209999992,,141.47380899999916,5,141.55896209999992,141.55896209999992,0.05870209999920917,143.0314823999979,[-0.21666666666666667],[-0.405],[1],[0],[0],[1.5009758999985934],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
78,0,78,0,143.17554929999824,,143.05019900000116,5,143.17554929999824,143.17554929999824,0.08340410000164411,145.24745189999885,[0.39666666666666667],[-0.405],[1],[0],[0],[2.1156321999987995],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
79,0,79,0,145.3756218999988,,145.26374999999825,5,145.3756218999988,145.3756218999988,0.07198190000053728,146.4971098999995,[-0.013333333333333334],[0.18166666666666667],[1],[0],[0],[1.1632506000023568],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
80,0,80,0,146.70882309999797,,146.51266779999787,10,146.70882309999797,146.70882309999797,0.1414262999969651,148.16064249999908,[0.07833333333333334],[0.39166666666666666],[1],[0],[0],[1.5091130000000703],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
81,0,81,0,148.2412000000004,,148.1672069999986,10,148.2412000000004,148.2412000000004,0.05310699999972712,149.50967189999938,[0.2866666666666667],[-0.04],[1],[0],[0],[1.2901117999972485],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
82,0,82,0,149.57427639999878,,149.51714509999874,5,149.57427639999878,149.57427639999878,0.03731780000089202,150.5940378000014,[0.225],[-0.2683333333333333],[1],[0],[0],[1.0403320999976131],['target'],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
83,0,83,0,150.74111059999996,,150.60344129999794,10,150.74111059999996,150.74111059999996,0.09368170000016107,151.96002829999998,[0.3616666666666667],[-0.06833333333333333],[1],[0],[0],[1.2645841000012297],[],335825,001,2024-10-04_11h52.26.393,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h52.32.100983 +0530,
