trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
74,0,74,0,150.52673129999312,,150.41730839997763,5,150.52673129999312,150.52673129999312,0.07468999997945502,152.5299124000012,[0.41333333333333333],[-0.23833333333333334],[1],[0],[0],[2.041886299964972],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
75,0,75,0,152.62637760001235,,152.53962390002562,5,152.62637760001235,152.62637760001235,0.05200329999206588,154.528588199988,[-0.175],[0.165],[1],[0],[0],[1.9384033000096679],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
76,0,76,0,154.60961039998801,,154.5375135000213,5,154.60961039998801,154.60961039998801,0.04757910000625998,156.54498479998438,[0.3516666666666667],[0.165],[1],[0],[0],[1.961056699976325],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
77,0,77,0,156.6255849999725,,156.5537539999932,5,156.6255849999725,156.6255849999725,0.04915119998622686,158.21927900001174,[-0.3983333333333333],[0.325],[1],[0],[0],[1.6171996999764815],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
78,0,78,0,158.34215250000125,,158.2489818999893,5,158.34215250000125,158.34215250000125,0.07362850004574284,159.8303872999968,[0.45],[0.075],[1],[0],[0],[1.5128405000432394],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
79,0,79,0,160.02555720001692,,159.8473916000221,10,160.02555720001692,160.02555720001692,0.14574910001829267,161.72858950000955,[-0.035],[-0.43833333333333335],[1],[0],[0],[1.7393679000088014],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
80,0,80,0,161.87492929998552,,161.73737280000933,10,161.87492929998552,161.87492929998552,0.09304020000854507,166.09328670002287,[-0.06833333333333333],[-0.22833333333333333],[1],[0],[0],[4.264360399974976],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
81,0,81,0,166.15756359999068,,166.1022850999725,5,166.15756359999068,166.15756359999068,0.0369776000152342,170.0973180999863,[-0.03666666666666667],[0.045],[1],[0],[0],[3.9590524999657646],[],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
82,0,82,0,170.2254382999963,,170.11543890001485,5,170.2254382999963,170.2254382999963,0.07474020001245663,171.67674259998603,[-0.1],[0.3016666666666667],[1],[0],[0],[1.4905016999691725],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
83,0,83,0,171.7569111000048,,171.69486270000925,5,171.7569111000048,171.7569111000048,0.03866089996881783,173.62532460002694,[0.2833333333333333],[-0.24666666666666667],[1],[0],[0],[1.8952133000129834],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
84,0,84,0,173.70720369997434,,173.63515159999952,5,173.70720369997434,173.70720369997434,0.04318729997612536,175.56165350001538,[0.1],[0.10833333333333334],[1],[0],[0],[1.8836875000270084],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
85,0,85,0,175.73959160002414,,175.58383359998697,10,175.73959160002414,175.73959160002414,0.13670059997821227,177.04520400002366,[-0.02],[-0.21],[1],[0],[0],[1.3279861999908462],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
86,0,86,0,177.19113270001253,,177.06448190001538,5,177.19113270001253,177.19113270001253,0.08664270001463592,179.96306049998384,[0.3516666666666667],[0.42833333333333334],[1],[0],[0],[2.817668200004846],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
87,0,87,0,180.1075189000112,,179.9795143000083,5,180.1075189000112,180.1075189000112,0.07536630000686273,181.82698770001298,[-0.021666666666666667],[0.295],[1],[0],[0],[1.773791000014171],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
88,0,88,0,181.93979949998902,,181.84757039998658,5,181.93979949998902,181.93979949998902,0.062053299974650145,183.2436051000259,[0.06166666666666667],[-0.115],[1],[0],[0],[1.3410365000017919],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
89,0,89,0,183.3732373000239,,183.2601853000233,5,183.3732373000239,183.3732373000239,0.07687790005002171,185.51000720000593,[0.11166666666666666],[-0.23166666666666666],[1],[0],[0],[2.176863799977582],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
90,0,90,0,185.74027000000933,,185.5268893999746,10,185.74027000000933,185.74027000000933,0.14323269994929433,187.22483249998186,[-0.03333333333333333],[-0.21166666666666667],[1],[0],[0],[1.5584794000023976],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
91,0,91,0,187.32176540000364,,187.23189860000275,10,187.32176540000364,187.32176540000364,0.06855969998287037,188.87627609999618,[-0.08166666666666667],[0.028333333333333332],[1],[0],[0],[1.5760998000041582],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
92,0,92,0,189.00712959998054,,188.89400390000083,5,189.00712959998054,189.00712959998054,0.07634250004775822,191.34257209999487,[0.018333333333333333],[0.3933333333333333],[1],[0],[0],[2.3768771999748424],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
93,0,93,0,191.5730321999872,,191.35995680000633,10,191.5730321999872,191.5730321999872,0.1550723999971524,193.34253299998818,[-0.18],[0.2783333333333333],[1],[0],[0],[1.8316789999953471],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
94,0,94,0,193.47258260002127,,193.3607910000137,5,193.47258260002127,193.47258260002127,0.07793640001909807,195.10972910001874,[0.12666666666666668],[-0.018333333333333333],[1],[0],[0],[1.6753044000361115],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
95,0,95,0,195.33896399999503,,195.12674089998472,10,195.33896399999503,195.33896399999503,0.1432331000105478,198.82588389999,[-0.475],[-0.4633333333333333],[1],[0],[0],[3.5601155000040308],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
96,0,96,0,198.98650569998426,,198.84520929999417,10,198.98650569998426,198.98650569998426,0.1093865999719128,200.7745332000195,[0.28833333333333333],[-0.115],[1],[0],[0],[1.8218862999929115],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
97,0,97,0,201.0046627999982,,200.79168229998322,10,201.0046627999982,201.0046627999982,0.14762659999541938,203.65904180001235,[0.29833333333333334],[-0.465],[1],[0],[0],[2.724783200013917],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
98,0,98,0,203.9207890999969,,203.67861310002627,10,203.9207890999969,203.9207890999969,0.17812619998585433,207.72339399997145,[-0.325],[0.4583333333333333],[1],[0],[0],[3.8700212000403553],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
99,0,99,0,207.83719779999228,,207.73861250001937,5,207.83719779999228,207.83719779999228,0.0686050999793224,210.22483490000013,[-0.44666666666666666],[0.495],[1],[0],[0],[2.421419300022535],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
100,0,100,0,210.45316049997928,,210.2422089999891,10,210.45316049997928,210.45316049997928,0.1450948000419885,211.98742929997388,[-0.18],[0.47],[1],[0],[0],[1.6054698000079952],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
101,0,101,0,212.05192669999087,,211.99495959997876,5,212.05192669999087,212.05192669999087,0.03866289998404682,213.8434785999707,[0.095],[-0.43166666666666664],[1],[0],[0],[1.8103941000299528],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
102,0,102,0,213.98654740001075,,213.85960929997964,5,213.98654740001075,213.98654740001075,0.09039159998064861,215.47358360001817,[0.49166666666666664],[-0.275],[1],[0],[0],[1.5260788000305183],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
103,0,103,0,215.60304379998706,,215.49330169998575,5,215.60304379998706,215.60304379998706,0.07380510005168617,217.18949959997553,[0.17],[0.315],[1],[0],[0],[1.6244221999659203],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
104,0,104,0,217.31942189997062,,217.20787689997815,5,217.31942189997062,217.31942189997062,0.07876800000667572,218.82289990002755,[-0.08833333333333333],[-0.24833333333333332],[1],[0],[0],[1.542107599962037],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
105,0,105,0,219.0506690000184,,218.8391769999871,10,219.0506690000184,219.0506690000184,0.14625859999796376,220.95514450001065,[-0.27666666666666667],[0.19],[1],[0],[0],[1.9733244000235572],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
106,0,106,0,221.15060880000237,,220.97470580000663,10,221.15060880000237,221.15060880000237,0.15179529995657504,226.08834239997668,[-0.075],[0.041666666666666664],[1],[0],[0],[4.966499899979681],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
107,0,107,0,226.21663779998198,,226.10468899999978,10,226.21663779998198,226.21663779998198,0.09139479999430478,227.62398690002738,[-0.26166666666666666],[0.023333333333333334],[1],[0],[0],[1.4308491999981925],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
108,0,108,0,227.85215559997596,,227.64606409997214,10,227.85215559997596,227.85215559997596,0.14646580000407994,230.53902349999407,[0.13666666666666666],[-0.285],[1],[0],[0],[2.749793700000737],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
109,0,109,0,230.69889729999704,,230.55915839999216,10,230.69889729999704,230.69889729999704,0.11339919996680692,233.0885985000059,[0.3466666666666667],[-0.25],[1],[0],[0],[2.418116699962411],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
110,0,110,0,233.3176747999969,,233.1050992999808,10,233.3176747999969,233.3176747999969,0.1440946999937296,235.02094790001865,[-0.14333333333333334],[-0.19166666666666668],[1],[0],[0],[1.7748997999588028],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
111,0,111,0,235.1501133000129,,235.03780210000696,5,235.1501133000129,235.1501133000129,0.07953289995202795,236.670573099982,[-0.20166666666666666],[0.07166666666666667],[1],[0],[0],[1.5561187000130303],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
112,0,112,0,236.81707589997677,,236.6875316000078,5,236.81707589997677,236.81707589997677,0.08161110000219196,238.6009955999907,[-0.13833333333333334],[-0.415],[1],[0],[0],[1.8359853000147268],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
113,0,113,0,238.71491610002704,,238.60931219998747,10,238.71491610002704,238.71491610002704,0.08038440003292635,240.48661640001228,[-0.2633333333333333],[-0.225],[1],[0],[0],[1.7978891999810003],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
114,0,114,0,240.6314642999787,,240.5039512999938,10,240.6314642999787,240.6314642999787,0.10531850002007559,242.71767099999124,[0.20833333333333334],[0.16166666666666665],[1],[0],[0],[2.113549800007604],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
115,0,115,0,242.78092619997915,,242.7251126000192,5,242.78092619997915,242.78092619997915,0.03861980000510812,244.5699089000118,[0.33166666666666667],[0.095],[1],[0],[0],[1.8063840999966487],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
116,0,116,0,244.6646912000142,,244.58612779999385,5,244.6646912000142,244.6646912000142,0.06050079996930435,246.33764570002677,[0.215],[0.13666666666666666],[1],[0],[0],[1.6947605999885127],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
117,0,117,0,246.46645659999922,,246.35361310001463,5,246.46645659999922,246.46645659999922,0.07221539999591187,248.55201390001457,[0.04666666666666667],[-0.13],[1],[0],[0],[2.1279581999988295],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
118,0,118,0,248.6825383999967,,248.57192080002278,5,248.6825383999967,248.6825383999967,0.07589669997105375,250.70321200002218,[-0.26166666666666666],[0.285],[1],[0],[0],[2.0597067999769934],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
119,0,119,0,250.8136080999975,,250.72034370002802,5,250.8136080999975,250.8136080999975,0.07239230000413954,252.6026574000134,[0.13333333333333333],[0.4166666666666667],[1],[0],[0],[1.813751499983482],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
120,0,120,0,252.73138399998425,,252.62187470000936,5,252.73138399998425,252.73138399998425,0.07125840004300699,254.31773680000333,[-0.09],[0.2866666666666667],[1],[0],[0],[1.6263232000055723],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
121,0,121,0,254.4631245000055,,254.33746120001888,10,254.4631245000055,254.4631245000055,0.09938609995879233,255.91496239998378,[0.115],[0.25333333333333335],[1],[0],[0],[1.4837785999989137],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
122,0,122,0,256.0634126000223,,255.9258754000184,10,256.0634126000223,256.0634126000223,0.09167520003393292,257.6843926999718,[-0.12833333333333333],[0.305],[1],[0],[0],[1.6677965999697335],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
123,0,123,0,257.7792924999958,,257.7035955999745,5,257.7792924999958,257.7792924999958,0.05870160000631586,260.76515270001255,[-0.34],[0.485],[1],[0],[0],[3.0072095999494195],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
124,0,124,0,260.84604169998784,,260.7747818999924,5,260.84604169998784,260.84604169998784,0.048776499985251576,263.43402929999866,[0.20333333333333334],[-0.11166666666666666],[1],[0],[0],[2.611246399988886],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
125,0,125,0,263.66368529998,,263.4500151000102,10,263.66368529998,263.66368529998,0.14436670002760366,265.08386499999324,[0.021666666666666667],[-0.12833333333333333],[1],[0],[0],[1.4925940000102855],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
126,0,126,0,265.21309129998554,,265.09941099997377,5,265.21309129998554,265.21309129998554,0.0760084000066854,267.1170351000037,[-0.175],[0.4066666666666667],[1],[0],[0],[1.9452304999576882],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
127,0,127,0,267.24684290000005,,267.13437019998673,5,267.24684290000005,267.24684290000005,0.07470840000314638,268.8348914000089,[-0.485],[0.018333333333333333],[1],[0],[0],[1.6293622000375763],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
128,0,128,0,268.9447993999929,,268.85459719999926,5,268.9447993999929,268.9447993999929,0.07025710004381835,270.4829741999856,[0.22166666666666668],[0.405],[1],[0],[0],[1.5598549999995157],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
129,0,129,0,270.67759450001176,,270.50096390000544,10,270.67759450001176,270.67759450001176,0.1394980000331998,272.76508049998665,[0.335],[-0.35833333333333334],[1],[0],[0],[2.1283948000054806],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
130,0,130,0,272.8604255000246,,272.7813233999768,5,272.8604255000246,272.8604255000246,0.06369939999422058,274.39699209999526,[0.23166666666666666],[0.08166666666666667],[1],[0],[0],[1.556152299977839],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
131,0,131,0,274.4605904999771,,274.40403159998823,5,274.4605904999771,274.4605904999771,0.03944209998007864,275.86570179997943,[0.008333333333333333],[0.14833333333333334],[1],[0],[0],[1.4227975000394508],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
132,0,132,0,276.11211380001623,,275.8857728000148,10,276.11211380001623,276.11211380001623,0.15619000000879169,277.2317476000171,[-0.07333333333333333],[0.10833333333333334],[1],[0],[0],[1.1950101000256836],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
133,0,133,0,277.36176080000587,,277.2515325000277,5,277.36176080000587,277.36176080000587,0.07611920003546402,278.7154432000243,[-0.38666666666666666],[0.08666666666666667],[1],[0],[0],[1.3922689000028186],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
134,0,134,0,278.945566600014,,278.7316124999779,10,278.945566600014,278.945566600014,0.14212610002141446,280.7977993999957,[0.21333333333333335],[0.38166666666666665],[1],[0],[0],[1.9277720000245608],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
135,0,135,0,280.9095084000146,,280.8159089999972,5,280.9095084000146,280.9095084000146,0.0715784999774769,283.2987432000227,[-0.12333333333333334],[-0.25666666666666665],[1],[0],[0],[2.413022099994123],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
136,0,136,0,283.4275341000175,,283.3156762999715,5,283.4275341000175,283.4275341000175,0.07189189997734502,285.18144519999623,[-0.47],[-0.1],[1],[0],[0],[1.7961981000262313],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
137,0,137,0,285.30881429999135,,285.2008935000049,5,285.30881429999135,285.30881429999135,0.0757420000154525,287.12864640000043,[0.085],[0.28833333333333333],[1],[0],[0],[1.855647299962584],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
138,0,138,0,287.2092421000125,,287.1380266000051,5,287.2092421000125,287.2092421000125,0.04669250000733882,288.92856989998836,[-0.31666666666666665],[-0.16833333333333333],[1],[0],[0],[1.7448409000062384],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
139,0,139,0,289.10928949998925,,288.940225999977,10,289.10928949998925,289.10928949998925,0.11220510001294315,291.0301817000145,[0.25833333333333336],[0.14833333333333334],[1],[0],[0],[1.9789094000007026],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
140,0,140,0,291.2588735999889,,291.04965539998375,10,291.2588735999889,291.2588735999889,0.14689640002325177,294.1139258000185,[-0.49666666666666665],[0.135],[1],[0],[0],[2.920924099977128],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
141,0,141,0,294.2433258999954,,294.1334549000021,5,294.2433258999954,294.2433258999954,0.07542720000492409,295.9634547000169,[0.3516666666666667],[0.2916666666666667],[1],[0],[0],[1.756773900007829],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
142,0,142,0,296.1242924000253,,295.98573840002064,10,296.1242924000253,296.1242924000253,0.10996989998966455,297.5592415999854,[0.41333333333333333],[0.365],[1],[0],[0],[1.4666308999876492],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
143,0,143,0,297.6741067999974,,297.56630990002304,10,297.6741067999974,297.6741067999974,0.07360890001291409,298.9763397999923,[0.19333333333333333],[0.4216666666666667],[1],[0],[0],[1.3371595999924466],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
144,0,144,0,299.04062200000044,,298.9834182999912,5,299.04062200000044,299.04062200000044,0.03935729997465387,301.5292310999939,[-0.48833333333333334],[-0.33166666666666667],[1],[0],[0],[2.5067983000189997],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
145,0,145,0,301.70705409999937,,301.5491662999848,10,301.70705409999937,301.70705409999937,0.136646400031168,305.06143240001984,[-0.335],[-0.375],[1],[0],[0],[3.3801300000050105],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
146,0,146,0,305.3419705000124,,305.0819508000277,10,305.3419705000124,305.3419705000124,0.1546851000166498,307.8625921999919,[0.42833333333333334],[0.051666666666666666],[1],[0],[0],[2.6279332999838516],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
147,0,147,0,308.0909945999738,,307.88206719997106,10,308.0909945999738,308.0909945999738,0.14813430001959205,311.14442399999825,[0.43166666666666664],[-0.16166666666666665],[1],[0],[0],[3.1164879000280052],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
148,0,148,0,311.3917636999977,,311.1614997999859,10,311.3917636999977,311.3917636999977,0.15216290001990274,315.27631129999645,[-0.295],[-0.13833333333333334],[1],[0],[0],[3.9671464000130072],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
149,0,149,0,315.3547007999732,,315.2865938000032,5,315.3547007999732,315.3547007999732,0.049007900001015514,316.7617834000266,[-0.0033333333333333335],[0.155],[1],[0],[0],[1.4277333000209183],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
150,0,150,0,316.9215295999893,,316.7769717000192,10,316.9215295999893,316.9215295999893,0.10391849995357916,318.3568722999771,[-0.29833333333333334],[0.051666666666666666],[1],[0],[0],[1.478304799995385],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
151,0,151,0,318.47112760000164,,318.363948800019,10,318.47112760000164,318.47112760000164,0.07470359996659681,321.2297278000042,[0.41],[-0.455],[1],[0],[0],[2.791252600029111],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
152,0,152,0,321.33773259999,,321.2631501000142,5,321.33773259999,321.33773259999,0.05062439996981993,322.8262787000276,[-0.49833333333333335],[0.18],[1],[0],[0],[1.5168249999987893],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
153,0,153,0,323.05432210001163,,322.843040000007,10,323.05432210001163,323.05432210001163,0.159376900002826,324.542707399989,[-0.4766666666666667],[-0.29833333333333334],[1],[0],[0],[1.544664500048384],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
154,0,154,0,324.68929850001587,,324.56227350002155,5,324.68929850001587,324.68929850001587,0.07556189998285845,326.8436273999978,[-0.25],[0.285],[1],[0],[0],[2.2076823000097647],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
155,0,155,0,326.9872703999863,,326.86431340000127,5,326.9872703999863,326.9872703999863,0.08359410002594814,328.70605620002607,[-0.49666666666666665],[0.4116666666666667],[1],[0],[0],[1.76053700002376],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
156,0,156,0,328.7869559000246,,328.71738919999916,5,328.7869559000246,328.7869559000246,0.0423202000092715,330.44322239997564,[-0.3883333333333333],[-0.15333333333333332],[1],[0],[0],[1.6848102000076324],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
157,0,157,0,330.5881430999725,,330.47517119999975,5,330.5881430999725,330.5881430999725,0.07241239998256788,331.9584781000158,[0.06],[0.23333333333333334],[1],[0],[0],[1.413216899964027],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
158,0,158,0,332.20313699997496,,331.97748840000713,10,332.20313699997496,332.20313699997496,0.1645769000169821,335.8213489999762,[0.0033333333333333335],[-0.3433333333333333],[1],[0],[0],[3.6838215999887325],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
159,0,159,0,335.8860987999942,,335.8288750000065,5,335.8860987999942,335.8860987999942,0.038283900008536875,337.42555470002117,[0.25],[0.175],[1],[0],[0],[1.5587874000193551],['target'],650536,001,2024-10-08_15h24.52.350,Session5_VisualSearch,2024.1.5,None,2024-10-08 15h25.01.999799 +0530,
