trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,Fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
14,0,14,0,46.4483395999996,,46.27672600000005,10,46.4483395999996,46.4483395999996,0.14312550000249757,48.37123950000023,[0.06],[0.03166666666666667],[1],[0],[0],[1.9558456999984628],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
15,0,15,0,48.4994392999979,,48.387387099999614,5,48.4994392999979,48.4994392999979,0.07526809999762918,52.23624139999811,[-0.23833333333333334],[-0.028333333333333332],[1],[0],[0],[3.775667699999758],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
16,0,16,0,52.380587699997704,,52.253974199997174,10,52.380587699997704,52.380587699997704,0.11123380000208272,55.8188928999989,[-0.38666666666666666],[-0.29],[1],[0],[0],[3.45604689999891],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
17,0,17,0,56.06603289999839,,55.83511869999711,10,56.06603289999839,56.06603289999839,0.1450805999993463,57.90245539999887,[0.12833333333333333],[-0.08333333333333333],[1],[0],[0],[1.925412000000506],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
18,0,18,0,58.149121899998136,,57.918527699999686,10,58.149121899998136,58.149121899998136,0.16072599999824888,61.6827134999985,[0.25],[0.22833333333333333],[1],[0],[0],[3.6071809000022768],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
19,0,19,0,61.862937599998986,,61.69256039999891,10,61.862937599998986,61.862937599998986,0.1346850000008999,64.23171249999723,[0.30666666666666664],[0.07833333333333334],[1],[0],[0],[2.406126400001085],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
20,0,20,0,64.34611640000003,,64.23925869999948,10,64.34611640000003,64.34611640000003,0.07191299999976764,67.07129429999986,[-0.16666666666666666],[0.13833333333333334],[1],[0],[0],[2.760428800000227],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
21,0,21,0,67.29830479999873,,67.09042169999884,10,67.29830479999873,67.29830479999873,0.14569990000018151,69.81752549999874,[-0.03833333333333333],[0.225],[1],[0],[0],[2.583098200000677],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
22,0,22,0,69.99500409999746,,69.83618799999749,10,69.99500409999746,69.99500409999746,0.13342459999694256,71.56637589999809,[-0.065],[0.2916666666666667],[1],[0],[0],[1.598733099999663],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
23,0,23,0,71.79679989999931,,71.58361609999702,10,71.79679989999931,71.79679989999931,0.14614129999972647,77.06387279999763,[-0.3283333333333333],[-0.425],[1],[0],[0],[5.338837899998907],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
24,0,24,0,77.16104169999744,,77.06914269999834,10,77.16104169999744,77.16104169999744,0.05934829999750946,81.86621019999802,[-0.15333333333333332],[0.0016666666666666668],[1],[0],[0],[4.737998399999924],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
25,0,25,0,82.09728079999695,,81.88244669999767,10,82.09728079999695,82.09728079999695,0.14479179999761982,85.79874930000005,[0.43],[0.15166666666666667],[1],[0],[0],[3.774529499998607],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
26,0,26,0,86.02808919999734,,85.81927779999751,10,86.02808919999734,86.02808919999734,0.14747829999760143,92.21163309999974,[0.49166666666666664],[0.48],[1],[0],[0],[6.24833850000141],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
27,0,27,0,92.27579709999918,,92.21862009999677,5,92.27579709999918,92.27579709999918,0.03754639999897336,99.74711369999932,[0.49333333333333335],[0.19],[1],[0],[0],[7.491184299997258],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
28,0,28,0,99.87629129999914,,99.76703479999924,5,99.87629129999914,99.87629129999914,0.07758019999891985,105.72854979999829,[0.21166666666666667],[-0.275],[1],[0],[0],[5.8875403000020015],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
29,0,29,0,105.80733189999955,,105.74627999999939,5,105.80733189999955,105.80733189999955,0.04740939999828697,107.87561959999948,[-0.21],[0.3933333333333333],[1],[0],[0],[2.0858745000005],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
30,0,30,0,107.99056199999904,,107.88260040000023,10,107.99056199999904,107.99056199999904,0.07155599999896367,110.49239239999952,[-0.015],[0.085],[1],[0],[0],[2.539105899999413],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
31,0,31,0,110.60689529999945,,110.49963169999683,10,110.60689529999945,110.60689529999945,0.0753766000016185,112.66264109999975,[-0.12666666666666668],[-0.065],[1],[0],[0],[2.08810910000102],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
32,0,32,0,112.79160090000005,,112.67824649999966,5,112.79160090000005,112.79160090000005,0.07134130000122241,119.82786339999802,[-0.2866666666666667],[0.43833333333333335],[1],[0],[0],[7.079857400000037],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
33,0,33,0,120.04096969999955,,119.84525429999849,10,120.04096969999955,120.04096969999955,0.14025459999902523,124.4246510999983,[0.22],[-0.36333333333333334],[1],[0],[0],[4.441937100000359],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
34,0,34,0,124.53859549999834,,124.43188629999713,10,124.53859549999834,124.53859549999834,0.06589750000057393,127.92730649999794,[-0.08],[0.195],[1],[0],[0],[3.4298352999976487],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
35,0,35,0,128.15650329999698,,127.94450489999872,10,128.15650329999698,128.15650329999698,0.1433184000015899,130.60903770000004,[-0.31833333333333336],[0.31166666666666665],[1],[0],[0],[2.523135999999795],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
36,0,36,0,130.82301069999812,,130.62609529999827,10,130.82301069999812,130.82301069999812,0.1414543999999296,132.52500510000027,[-0.345],[0.14833333333333334],[1],[0],[0],[1.7616428999972413],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
37,0,37,0,132.65555010000026,,132.54155139999784,5,132.65555010000026,132.65555010000026,0.07606540000051609,135.4909936999975,[-0.08],[0.17],[1],[0],[0],[2.8781419999977516],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
38,0,38,0,135.63734669999758,,135.50094949999766,10,135.63734669999758,135.63734669999758,0.09254000000146334,138.25823469999887,[-0.28],[-0.455],[1],[0],[0],[2.666267799999332],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
39,0,39,0,138.40486880000026,,138.27751219999845,5,138.40486880000026,138.40486880000026,0.08817350000026636,140.39218049999909,[0.135],[0.085],[1],[0],[0],[2.029937700001028],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
40,0,40,0,140.62013429999934,,140.40922419999697,10,140.62013429999934,140.62013429999934,0.14470799999980954,143.60724279999704,[0.23666666666666666],[-0.4116666666666667],[1],[0],[0],[3.057002500001545],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
41,0,41,0,143.73640859999796,,143.62449229999766,5,143.73640859999796,143.73640859999796,0.0725985999997647,146.10824469999716,[-0.43333333333333335],[-0.4116666666666667],[1],[0],[0],[2.4128658000008727],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
42,0,42,0,146.2518698999993,,146.1260457999997,10,146.2518698999993,146.2518698999993,0.10592330000145012,148.38707839999915,[-0.4],[0.14333333333333334],[1],[0],[0],[2.1587264000008872],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
43,0,43,0,148.4853480999991,,148.39485760000025,10,148.4853480999991,148.4853480999991,0.0652403999993112,150.30456709999999,[0.24333333333333335],[0.23833333333333334],[1],[0],[0],[1.8452606999999261],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
44,0,44,0,150.41824709999855,,150.31174180000016,10,150.41824709999855,150.41824709999855,0.07667289999881177,153.27396389999922,[-0.021666666666666667],[-0.48],[1],[0],[0],[2.88561430000118],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
45,0,45,0,153.50336919999972,,153.29338219999772,10,153.50336919999972,153.50336919999972,0.1499456999990798,155.52282099999866,[0.37333333333333335],[0.25],[1],[0],[0],[2.0823903000018618],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
46,0,46,0,155.63418319999982,,155.53996279999774,5,155.63418319999982,155.63418319999982,0.06753150000076857,157.69004909999785,[0.22833333333333333],[-0.255],[1],[0],[0],[2.084581300001446],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
47,0,47,0,157.9695036999983,,157.7154871999992,10,157.9695036999983,157.9695036999983,0.19586310000158846,161.3716852999969,[-0.425],[0.16166666666666665],[1],[0],[0],[3.4634614999995392],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
48,0,48,0,161.7671085999973,,161.38749309999912,10,161.7671085999973,161.7671085999973,0.33301920000303653,163.304873699999,[-0.35333333333333333],[0.02666666666666667],[1],[0],[0],[1.5877584000008937],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
49,0,49,0,163.4005552999988,,163.32033509999746,5,163.4005552999988,163.4005552999988,0.05654879999929108,166.88932409999688,[0.33],[0.39],[1],[0],[0],[3.5154333999998926],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
50,0,50,0,167.04956909999964,,166.91051829999924,5,167.04956909999964,167.04956909999964,0.10246729999926174,169.27094529999886,[-0.2816666666666667],[0.4583333333333333],[1],[0],[0],[2.2632319000003918],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
51,0,51,0,169.3997797999982,,169.292048299998,10,169.3997797999982,169.3997797999982,0.07968750000145519,171.38705819999814,[-0.09166666666666666],[-0.2816666666666667],[1],[0],[0],[2.0175678999985394],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
52,0,52,0,171.43206689999715,,171.39201129999856,5,171.43206689999715,171.43206689999715,0.028967400001420174,173.11906660000022,[-0.23833333333333334],[0.37333333333333335],[1],[0],[0],[1.6983662999991793],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
53,0,53,0,173.199094399999,,173.12774340000033,5,173.199094399999,173.199094399999,0.04591459999937797,174.7526848999987,[-0.05],[-0.215],[1],[0],[0],[1.5800843000033638],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
54,0,54,0,174.84865549999813,,174.76192089999677,5,174.84865549999813,174.84865549999813,0.05823740000050748,176.13557239999864,[-0.21666666666666667],[-0.12333333333333334],[1],[0],[0],[1.3163141000004543],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
55,0,55,0,176.38322689999768,,176.1507700000002,10,176.38322689999768,176.38322689999768,0.17384690000108094,178.4754146999985,[0.3416666666666667],[-0.021666666666666667],[1],[0],[0],[2.153920400000061],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
56,0,56,0,178.61677950000012,,178.50329189999684,5,178.61677950000012,178.61677950000012,0.07377059999998892,180.2862318999978,[-0.36833333333333335],[0.12666666666666668],[1],[0],[0],[1.7108307999988028],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
57,0,57,0,180.41579359999741,,180.30257459999848,5,180.41579359999741,180.41579359999741,0.07347939999817754,182.1691628999979,[-0.48833333333333334],[0.18],[1],[0],[0],[1.7964176000023144],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
58,0,58,0,182.38199379999787,,182.1852562999993,10,182.38199379999787,182.38199379999787,0.14310450000266428,184.36645209999915,[0.35833333333333334],[0.33],[1],[0],[0],[2.042383500000142],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
59,0,59,0,184.44770679999783,,184.37543599999844,5,184.44770679999783,184.44770679999783,0.049225500002648914,186.81644159999996,[-0.47333333333333333],[0.215],[1],[0],[0],[2.393159999999625],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
60,0,60,0,186.89757019999888,,186.82506419999845,5,186.89757019999888,186.89757019999888,0.04575049999766634,189.4514285999976,[-0.08833333333333333],[-0.445],[1],[0],[0],[2.5812765000009676],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
61,0,61,0,189.61307119999765,,189.47936189999746,10,189.61307119999765,189.61307119999765,0.12028920000011567,193.46661630000017,[-0.19],[0.43],[1],[0],[0],[3.8732994999991206],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
62,0,62,0,193.56406009999773,,193.47760269999708,5,193.56406009999773,193.56406009999773,0.0577817999983381,196.75059630000032,[-0.28833333333333333],[-0.49166666666666664],[1],[0],[0],[3.217244600000413],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
63,0,63,0,196.88062299999729,,196.7680505999997,5,196.88062299999729,196.88062299999729,0.07569450000301003,200.9998280999971,[0.31166666666666665],[-0.005],[1],[0],[0],[4.159569200000988],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
64,0,64,0,201.09507419999863,,201.0168999999987,5,201.09507419999863,201.09507419999863,0.06223400000089896,203.91606089999914,[0.0],[-0.3433333333333333],[1],[0],[0],[2.8414975000014238],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
65,0,65,0,204.12925509999695,,203.934094799999,10,204.12925509999695,204.12925509999695,0.14154319999943255,207.42963319999762,[-0.425],[-0.295],[1],[0],[0],[3.3587810000026366],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
66,0,66,0,207.52752809999947,,207.4365977999987,10,207.52752809999947,207.52752809999947,0.06900660000246717,209.95183769999858,[-0.09],[0.035],[1],[0],[0],[2.446823599999334],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
67,0,67,0,210.1115699999973,,209.96928039999693,10,210.1115699999973,210.1115699999973,0.10948039999857428,214.047739499998,[0.4816666666666667],[0.095],[1],[0],[0],[3.9717763000007835],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
68,0,68,0,214.15992489999917,,214.05514499999845,10,214.15992489999917,214.15992489999917,0.07716140000047744,217.51497629999722,[-0.46],[-0.37333333333333335],[1],[0],[0],[3.3829626999977336],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
69,0,69,0,217.76046359999964,,217.53302350000013,10,217.76046359999964,217.76046359999964,0.15780509999967762,219.61384669999825,[0.18833333333333332],[0.17],[1],[0],[0],[1.9252857999999833],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
70,0,70,0,219.74236029999884,,219.62309329999698,10,219.74236029999884,219.74236029999884,0.09219479999956093,223.86108669999885,[0.4583333333333333],[-0.35833333333333334],[1],[0],[0],[4.147304599999188],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
71,0,71,0,223.92622019999908,,223.8679162999979,5,223.92622019999908,223.92622019999908,0.03823099999863189,225.6993169999987,[0.16833333333333333],[-0.44666666666666666],[1],[0],[0],[1.7933183999994071],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
72,0,72,0,225.87655149999773,,225.71863889999804,10,225.87655149999773,225.87655149999773,0.12095200000112527,235.06340549999732,[-0.495],[-0.4116666666666667],[1],[0],[0],[9.22767880000174],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
73,0,73,0,235.29278239999985,,235.08301519999804,10,235.29278239999985,235.29278239999985,0.14533920000030776,238.44421019999936,[-0.47],[0.345],[1],[0],[0],[3.218832900001871],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
74,0,74,0,238.6246242999987,,238.45530629999848,10,238.6246242999987,238.6246242999987,0.1106008999995538,241.49650259999908,[0.3233333333333333],[-0.205],[1],[0],[0],[2.9316220000000612],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
75,0,75,0,241.5901348999978,,241.5139261000004,5,241.5901348999978,241.5901348999978,0.061954799999512034,243.36155759999747,[0.5016666666666667],[-0.3516666666666667],[1],[0],[0],[1.787344699998357],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
76,0,76,0,243.5911896999969,,243.37773959999686,10,243.5911896999969,243.5911896999969,0.14482689999931608,246.28290109999944,[0.021666666666666667],[0.23],[1],[0],[0],[2.763251100001071],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
77,0,77,0,246.45578989999922,,246.29908189999696,10,246.45578989999922,246.45578989999922,0.11981860000014422,248.65910139999687,[-0.49833333333333335],[0.14666666666666667],[1],[0],[0],[2.2428610999995726],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
78,0,78,0,248.72226359999695,,248.6656996999991,5,248.72226359999695,248.72226359999695,0.03647600000113016,251.06024640000032,[-0.115],[-0.22166666666666668],[1],[0],[0],[2.3581157000007806],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
79,0,79,0,251.27253949999795,,251.07525129999703,10,251.27253949999795,251.27253949999795,0.14482150000185356,252.87862829999722,[-0.021666666666666667],[-0.011666666666666667],[1],[0],[0],[1.6622619000008854],[],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
80,0,80,0,253.02391589999752,,252.90071179999723,5,253.02391589999752,253.02391589999752,0.08160630000202218,255.7944740999992,[-0.44],[-0.4116666666666667],[1],[0],[0],[2.818453600000794],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
81,0,81,0,256.0240617999989,,255.81103219999932,10,256.0240617999989,256.0240617999989,0.1516300000002957,260.0747969999975,[-0.041666666666666664],[-0.021666666666666667],[1],[0],[0],[4.114339100000507],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
82,0,82,0,260.15378959999725,,260.0905437000001,5,260.15378959999725,260.15378959999725,0.044492999997601146,263.0243058999986,[-0.295],[0.4716666666666667],[1],[0],[0],[2.890859499999351],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
83,0,83,0,263.12052069999845,,263.0324647999987,10,263.12052069999845,263.12052069999845,0.07193190000180039,265.45554300000003,[-0.21166666666666667],[-0.26166666666666666],[1],[0],[0],[2.352509899999859],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
84,0,84,0,265.5203459000004,,265.4625191999985,5,265.5203459000004,265.5203459000004,0.036687299998448,268.1111985999996,[0.4083333333333333],[0.4583333333333333],[1],[0],[0],[2.6121831000018574],['target'],619801,001,2024-10-04_11h38.49.327,Session5_VisualSearch,2024.1.5,None,2024-10-04 11h38.55.532295 +0530,
