thisRow.t,notes,Ins.started,text_2.started,Ins.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.022735999897122383,0.04322170000523329,1.014378999825567,500077,001,2024-08-23_11h17.52.803,StroopTask,2024.1.5,None,2024-08-23 11h18.02.236866 +0530,
