thisRow.t,notes,Ins.started,text_2.started,Ins.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.0584348002448678,0.10424370039254427,1.002650700043887,236702,001,2024-08-23_11h11.55.888,StroopTask,2024.1.5,None,2024-08-23 11h12.05.942471 +0530,
