thisRow.t,notes,Ins.started,text_2.started,Ins.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011540799867361784,0.032970599830150604,1.0017554997466505,190911,001,2024-08-23_11h24.57.917,StroopTask,2024.1.5,None,2024-08-23 11h25.07.063118 +0530,
