Words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,WordDisplay.started,text.started,WordDisplay.stopped,text.stopped,trial.stopped,Recall.started,text_2.started,textbox.started,text_3.started,mouse.started,Recall.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,0,0,0,0,52.54779999994207,,,,,,,,52.48821370000951,52.54779999994207,52.54779999994207,52.54779999994207,0.04790189990308136,55.86305179994088,Sea,[0.06111111111111111],[-0.2916666666666667],[1],[0],[0],[3.31326110009104],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,1,0,1,0,55.90794870001264,,,,,,,,55.87017469992861,55.90794870001264,55.90794870001264,55.90794870001264,0.002822300069965422,59.51195229997393,Gardern,[0.06111111111111111],[-0.2916666666666667],[1],[0],[0],[3.6376973999431357],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,2,0,2,0,59.55051909992471,,,,,,,,59.51638429996092,59.55051909992471,59.55051909992471,59.55051909992471,0.0031103999353945255,64.36033059994224,Project,[0.08148148148148149],[-0.30092592592592593],[1],[0],[0],[4.839990700013004],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,3,0,3,0,64.3982361999806,,,,,,,,64.36469429999124,64.3982361999806,64.3982361999806,64.3982361999806,0.003629499929957092,68.77116110001225,Anger,[0.09351851851851851],[-0.30092592592592593],[1],[0],[0],[4.402801900054328],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,4,0,4,0,68.80690870003309,,,,,,,,68.7746508999262,68.80690870003309,68.80690870003309,68.80690870003309,0.0030137000139802694,71.50151780003216,Chair,[0.09351851851851851],[-0.30092592592592593],[1],[0],[0],[2.7231648999731988],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,5,0,5,0,71.53502089995891,,,,,,,,71.50612709997222,71.53502089995891,71.53502089995891,71.53502089995891,0.00267580000218004,75.2324964000145,Candle,[0.1111111111111111],[-0.3037037037037037],[1],[0],[0],[3.723079100018367],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,6,0,6,0,75.27043959998991,,,,,,,,75.23618310003076,75.27043959998991,75.27043959998991,75.27043959998991,0.0024468000046908855,78.93457919999491,Dog,[0.11388888888888889],[-0.3055555555555556],[1],[0],[0],[3.6944911999162287],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,7,0,7,0,78.9710317000281,,,,,,,,78.93759889993817,78.9710317000281,78.9710317000281,78.9710317000281,0.003270499990321696,82.48830369999632,Mountain,[0.06018518518518518],[-0.3111111111111111],[1],[0],[0],[3.5464979000389576],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,8,0,8,0,82.52733149996493,,,,,,,,82.49206990003586,82.52733149996493,82.52733149996493,82.52733149996493,0.0034177000634372234,86.41910549998283,Flower,[0.08796296296296297],[-0.3037037037037037],[1],[0],[0],[3.9222451000241563],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,9,0,9,0,86.45725829992443,,,,,,,,86.42278509994503,86.45725829992443,86.45725829992443,86.45725829992443,0.002585100010037422,104.06624259997625,guitar,[0.08796296296296297],[-0.3037037037037037],[1],[0],[0],[17.63969520002138],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,10,0,10,0,104.1033124999376,,,,,,,,104.06929349992424,104.1033124999376,104.1033124999376,104.1033124999376,0.002347299945540726,107.27151779993437,river,[0.08796296296296297],[-0.3037037037037037],[1],[0],[0],[3.1985688999993727],['text_3'],002,001,2024-12-04_12h01.38.094,WordPrimacy,2024.1.5,None,2024-12-04 12h01.56.062790 +0530,
,,,,,,,,,107.30590999999549,,,,,,,,107.27487149997614,107.30590999999549,107.30590999999549,107.30590999999549,0.0031943999929353595,,,,,,,,,,,,,,,,,
