Words,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,WordDisplay.started,text.started,WordDisplay.stopped,text.stopped,trial.stopped,Recall.started,text_2.started,textbox.started,text_3.started,mouse.started,Recall.stopped,textbox.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Dog,0,10,10,10,,,,,35.023741099983454,,34.99476519995369,35.023741099983454,37.00836530001834,37.024882700061426,38.5153655000031,38.49336089997087,,,,,,,,,,,,,,,005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
Anger,0,11,11,11,,,,,38.5153655000031,,38.494391400017776,38.5153655000031,40.50780849996954,40.52445689996239,42.0145927000558,41.99275049997959,,,,,,,,,,,,,,,005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
Gardern,0,12,12,12,,,,,42.0145927000558,,41.99373820004985,42.0145927000558,44.00744840002153,44.02404299995396,45.514958600047976,45.492465700022876,,,,,,,,,,,,,,,005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
Sea,0,13,13,13,,,,,45.514958600047976,,45.49354369996581,45.514958600047976,47.507145300041884,47.52377630001865,49.02009470004123,48.99145309999585,,,,,,,,,,,,,,,005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
Project,0,14,14,14,,,,,49.02009470004123,,48.99233459995594,49.02009470004123,51.00837689999025,51.02311119996011,,52.506060800049454,,,,,,,,,,,,,,,005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,0,0,0,0,52.5489280000329,,,,,,,,52.50848189997487,52.5489280000329,52.5489280000329,52.5489280000329,0.008832599967718124,69.38174039998557,Gardern,[0.049074074074074076],[-0.2935185185185185],[1],[0],[0],[16.87008899997454],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,1,0,1,0,69.42348530003801,,,,,,,,69.38862410001457,69.42348530003801,69.42348530003801,69.42348530003801,0.003914500004611909,72.60387510003056,Project,[0.05],[-0.3037037037037037],[1],[0],[0],[3.2114445000188425],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,2,0,2,0,72.63903870002832,,,,,,,,72.60692699998617,72.63903870002832,72.63903870002832,72.63903870002832,0.0028255999786779284,75.51593170000706,Sea,[0.10648148148148148],[-0.3],[1],[0],[0],[2.905298300087452],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,3,0,3,0,75.55487079999875,,,,,,,,75.52006540005095,75.55487079999875,75.55487079999875,75.55487079999875,0.0027197999879717827,79.89972750004381,candle,[0.09444444444444444],[-0.28888888888888886],[1],[0],[0],[4.375980600016192],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,4,0,4,0,79.93051129998639,,,,,,,,79.90403109998442,79.93051129998639,79.93051129998639,79.93051129998639,0.002402600017376244,82.39245050004683,chair,[0.03333333333333333],[-0.2953703703703704],[1],[0],[0],[2.484777500038035],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,5,0,5,0,82.42847419995815,,,,,,,,82.39554850000422,82.42847419995815,82.42847419995815,82.42847419995815,0.0023456000490114093,87.57634280005004,mountain,[0.0712962962962963],[-0.31296296296296294],[1],[0],[0],[5.177449099952355],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,6,0,6,0,87.61648970004171,,,,,,,,87.57991930004209,87.61648970004171,87.61648970004171,87.61648970004171,0.002498399931937456,91.23761950002518,flower,[0.10555555555555556],[-0.30925925925925923],[1],[0],[0],[3.654274999978952],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,7,0,7,0,91.27533400000539,,,,,,,,91.24086530006025,91.27533400000539,91.27533400000539,91.27533400000539,0.002410899964161217,95.5730337999994,guitar,[0.1175925925925926],[-0.30648148148148147],[1],[0],[0],[4.328754900023341],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,8,0,8,0,95.6111791000003,,,,,,,,95.57630219997372,95.6111791000003,95.6111791000003,95.6111791000003,0.002819900051690638,98.87405710003804,sofa,[0.08055555555555556],[-0.30925925925925923],[1],[0],[0],[3.2944716999772936],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,9,0,9,0,98.90291309996974,,,,,,,,98.87610620004125,98.90291309996974,98.90291309996974,98.90291309996974,0.0016206000000238419,101.6585378999589,anger,[0.07407407407407407],[-0.30925925925925923],[1],[0],[0],[2.7797926999628544],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,10,0,10,0,101.69447170000058,,,,,,,,101.66180060000625,101.69447170000058,101.69447170000058,101.69447170000058,0.003005300066433847,103.95793410006445,dog,[0.07037037037037037],[-0.30925925925925923],[1],[0],[0],[2.291808299953118],['text_3'],005,001,2024-12-04_12h10.28.665,WordPrimacy,2024.1.5,None,2024-12-04 12h10.41.791116 +0530,
,,,,,,,,,103.99525579996407,,,,,,,,103.96152190002613,103.99525579996407,103.99525579996407,103.99525579996407,0.0024145999923348427,,,,,,,,,,,,,,,,,
